,id,name
0,B1_GA,Gross domestic product at market prices - output approach
1,B1_GE,Gross domestic product - expenditure approach
2,B1_GI,Gross domestic product - income approach
3,B1_GS1,Gross domestic product
4,B1G,"Gross value added at basic prices, total activity"
5,B2G_B3G,Gross operating surplus and mixed income
6,B8GS1,Gross saving
7,B9S1,Net lending/net borrowing
8,D1,"Compensation of employees, total"
9,D1_D4NFRS2,Net primary incomes from the rest of the world
10,D11,"Wages and salaries, total"
11,D1S1,Compensation of employees
12,D2_D3,Taxes less subsidies on production and imports
13,D21_D31,Taxes less subsidies on products
14,D21S1,Taxes on products
15,D2S1,Taxes on production and imports
16,D31S1,Subsidies on products
17,D3S1,Subsidies on production and imports
18,D5_D7NFRS2,Net current transfers from the rest of the world
19,D9NFRS2,Net capital transfers from the rest of the world
20,EEM,"Employees, total"
21,EEMNC,Employees
22,ESE,"Self-employed, total"
23,ESENC,Self-employed
24,ETO,"Employment, total"
25,ETONC,Total employment
26,K1S1,Consumption of fixed capital
27,K2S1,Acquisitions less disposals of non-financial non-produced assets
28,P3,Final consumption expenditure
29,P311B,Durable goods
30,P312B,Semi-durable goods
31,P312N,Other goods and services
32,P313B,Non-durable goods
33,P314B,Services
34,P31DC,Households consumption expenditure (Domestic Concept)
35,P31NC,Households consumption expenditure (National Concept)
36,P31S13,Individual consumption expenditure of general government
37,P31S14,Final consumption expenditure of households
38,P31S14_S15,Private final consumption expenditure
39,P31S14_S15B,Private final consumption expenditure by durability
40,P31S15,Final consumption expenditure of non-profit institutions serving households
41,P31S15B,Final consumption expenditure of non-profit institutions serving households
42,P32S13,Collective consumption expenditure of general government
43,P3S1,Final consumption expenditure
44,P3S13,General government final consumption expenditure
45,P41,add. Actual individual consumption
46,P5,Gross capital formation
47,P51,Gross fixed capital formation
48,P51A,Gross fixed capital formation by asset
49,P51S,GFCF by institutional sector
50,P51S13,General government
51,P52,Changes in inventories
52,P52_P53,Changes in inventories and acquisitions less disposals of valuables
53,P53,Acquisitions less disposals of valuables
54,P5S1,Gross capital formation
55,P6,Exports of goods and services
56,P61,Exports of goods
57,P62,Exports of services
58,P7,Imports of goods and services
59,P71,Imports of goods
60,P72,Imports of services
61,POPNC,Total population
62,RB1_GA,Residual item
63,RB1_GE,Residual item
64,RB1_GI,Residual item
65,RP31DC,Residual item
66,B11,External balance of goods and services
67,P51N1111,Dwellings
68,P51N1112,Other buildings and structures
69,P51N11131,Transport equipment
70,P51N112,Intellectual property products
71,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)"
72,B1GVB_E,"Industry, including energy (ISIC Rev.4)"
73,B1GVC,of which: Manufacturing (ISIC Rev.4)
74,B1GVF,Construction (ISIC Rev.4)
75,B1GVG_I,"Distrib. trade, repairs; transp.; accommod., food serv. activ. (ISIC Rev.4)"
76,B1GVG_U,Services (ISIC Rev.4)
77,B1GVJ,Information and communication (ISIC Rev.4)
78,B1GVK,Financial and insurance activities (ISIC Rev.4)
79,B1GVL,Real estate activities (ISIC Rev.4)
80,B1GVM_N,"Prof., scientif., techn. activ.; admin., support service activ.(ISIC Rev.4)"
81,B1GVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4)
82,B1GVR_U,Other service activities (ISIC Rev.4)
83,D11VA,"Agriculture, forestry and fishing (ISIC Rev.4)"
84,D11VB_E,"Industry, including energy (ISIC Rev.4)"
