,id,name
0,B1_GA,Gross domestic product at market prices - output approach
1,B1_GE,Gross domestic product - expenditure approach
2,B1_GI,Gross domestic product - income approach
3,B1_GS1,Gross domestic product
4,B1G,"Gross value added at basic prices, total activity"
5,B2G_B3G,Gross operating surplus and mixed income
6,B5_GS1,Gross national income at market prices
7,B5_NS1,Net national income at market prices
8,B6NS1,Net national disposable income
9,B8NS1,Net saving
10,B9S1,Net lending/net borrowing
11,D1,"Compensation of employees, total"
12,D1_D4NFRS2,Net primary incomes from the rest of the world
13,D11,"Wages and salaries, total"
14,D1S1,Compensation of employees
15,D2_D3,Taxes less subsidies on production and imports
16,D21_D31,Taxes less subsidies on products
17,D2S1,Taxes on production and imports
18,D3S1,Subsidies on production and imports
19,D5_D7NFRS2,Net current transfers from the rest of the world
20,D9FRS2,Capital transfers receivable from the rest of the world
21,D9NFRS2,Net capital transfers from the rest of the world
22,D9TOS2,Capital transfers payable to the rest of the world
23,EEM,"Employees, total"
24,EEMNC,Employees
25,ESE,"Self-employed, total"
26,ESENC,Self-employed
27,ETO,"Employment, total"
28,ETONC,Total employment
29,K1MS1,Consumption of fixed capital
30,K1S1,Consumption of fixed capital
31,K2S1,Acquisitions less disposals of non-financial non-produced assets
32,P3,Final consumption expenditure
33,P3_P5,add. Total domestic demand
34,P311B,Durable goods
35,P312N,Other goods and services
36,P31DC,Households consumption expenditure (Domestic Concept)
37,P31NC,Households consumption expenditure (National Concept)
38,P31S13,Individual consumption expenditure of general government
39,P31S14,Final consumption expenditure of households
40,P31S14_S15,Private final consumption expenditure
41,P31S14_S15B,Private final consumption expenditure by durability
42,P31S15,Final consumption expenditure of non-profit institutions serving households
43,P31S15B,Final consumption expenditure of non-profit institutions serving households
44,P32S13,Collective consumption expenditure of general government
45,P3S1,Final consumption expenditure
46,P3S13,General government final consumption expenditure
47,P41,add. Actual individual consumption
48,P5,Gross capital formation
49,P51,Gross fixed capital formation
50,P51A,Gross fixed capital formation by asset
51,P52,Changes in inventories
52,P52_P53,Changes in inventories and acquisitions less disposals of valuables
53,P53,Acquisitions less disposals of valuables
54,P5S1,Gross capital formation
55,P6,Exports of goods and services
56,P61,Exports of goods
57,P62,Exports of services
58,P7,Imports of goods and services
59,P71,Imports of goods
60,P72,Imports of services
61,POPNC,Total population
62,RB1_GA,Residual item
63,RB1_GE,Residual item
64,RB1_GS1,Residual item
65,RB9S1,Residual item
66,D1_D4FRS2,Primary incomes receivable from the rest of the world
67,D1_D4TOS2,Primary incomes payable to the rest of the world
68,D5_D7FRS2,Current transfers receivable from the rest of the world
69,D5_D7TOS2,Current transfers payable to the rest of the world
70,B11,External balance of goods and services
71,P51N1111,Dwellings
72,P51N1112,Other buildings and structures
73,P51N11131,Transport equipment
74,P51N1114,Cultivated biological resources
75,P51N112,Intellectual property products
76,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)"
77,B1GVB_E,"Industry, including energy (ISIC Rev.4)"
78,B1GVC,of which: Manufacturing (ISIC Rev.4)
79,B1GVF,Construction (ISIC Rev.4)
80,B1GVG_I,"Distrib. trade, repairs; transp.; accommod., food serv. activ. (ISIC Rev.4)"
81,B1GVG_U,Services (ISIC Rev.4)
82,B1GVJ,Information and communication (ISIC Rev.4)
83,B1GVK,Financial and insurance activities (ISIC Rev.4)
84,B1GVL,Real estate activities (ISIC Rev.4)
