,id,name
0,CARSA,"National currency, current prices, annual levels, seasonally adjusted"
1,CQR,"National currency, current prices, quarterly levels"
2,LNBARSA,"National currency, chained volume estimates, national reference year, annual levels, seasonally adjusted"
3,LNBQR,"National currency, chained volume estimates, national reference year, quarterly levels"
4,LNBQRSA,"National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted"
5,CPCARSA,"US dollars, current prices, current PPPs, annual levels, seasonally adjusted"
6,CQRSA,"National currency, current prices, quarterly levels, seasonally adjusted"
7,DNBSA,"Deflator, national base/reference year, seasonally adjusted"
8,DOBSA,"Deflator, OECD reference year, seasonally adjusted"
9,GPSA,"Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter"
10,GYSA,"Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year"
11,VIXOBSA,"Volume index, OECD reference year, seasonally adjusted"
12,VOBARSA,"National currency, volume estimates, OECD reference year, annual levels, seasonally adjusted"
13,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted"
14,CTQRGPSA,"Contributions to Q-o-Q GDP growth, seasonally adjusted"
15,PER,Persons
16,HVPVOBARSA,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted"
17,HCPCARSA,"Per Head, US $, current prices, current PPPs, seasonally adjusted"
18,CD,National currency per US Dollar
19,PERSA,"Persons, seasonally adjusted"
