,id,name
0,B1_GA,Gross domestic product at market prices - output approach
1,B1_GE,Gross domestic product - expenditure approach
2,B1_GI,Gross domestic product - income approach
3,B1_GS1,Gross domestic product
4,B1G,"Gross value added at basic prices, total activity"
5,B2G_B3G,Gross operating surplus and mixed income
6,B2N_B3N,Net operating surplus and mixed income
7,B5_GS1,Gross national income at market prices
8,B5_NS1,Net national income at market prices
9,B6NS1,Net national disposable income
10,B8NS1,Net saving
11,B9S1,Net lending/net borrowing
12,D1,"Compensation of employees, total"
13,D1_D4NFRS2,Net primary incomes from the rest of the world
14,D11,"Wages and salaries, total"
15,D1S1,Compensation of employees
16,D2_D3,Taxes less subsidies on production and imports
17,D21_D31,Taxes less subsidies on products
18,D21S1,Taxes on products
19,D2S1,Taxes on production and imports
20,D31S1,Subsidies on products
21,D3S1,Subsidies on production and imports
22,D5_D7NFRS2,Net current transfers from the rest of the world
23,D8S1,Adjustment for the change in pension entitlements
24,D9FRS2,Capital transfers receivable from the rest of the world
25,D9NFRS2,Net capital transfers from the rest of the world
26,D9TOS2,Capital transfers payable to the rest of the world
27,EEM,"Employees, total"
28,EEMNC,Employees
29,ESE,"Self-employed, total"
30,ESENC,Self-employed
31,ETO,"Employment, total"
32,ETONC,Total employment
33,K1,Consumption of fixed capital
34,K1MS1,Consumption of fixed capital
35,K1S1,Consumption of fixed capital
36,P3,Final consumption expenditure
37,P311B,Durable goods
38,P312B,Semi-durable goods
39,P312N,Other goods and services
40,P313B,Non-durable goods
41,P314B,Services
42,P31DC,Households consumption expenditure (Domestic Concept)
43,P31NC,Households consumption expenditure (National Concept)
44,P31S13,Individual consumption expenditure of general government
45,P31S14,Final consumption expenditure of households
46,P31S14_S15,Private final consumption expenditure
47,P31S14_S15B,Private final consumption expenditure by durability
48,P31S15,Final consumption expenditure of non-profit institutions serving households
49,P31S15B,Final consumption expenditure of non-profit institutions serving households
50,P32S13,Collective consumption expenditure of general government
51,P3S1,Final consumption expenditure
52,P3S13,General government final consumption expenditure
53,P41,add. Actual individual consumption
54,P5,Gross capital formation
55,P51,Gross fixed capital formation
56,P51A,Gross fixed capital formation by asset
57,P52,Changes in inventories
58,P52_P53,Changes in inventories and acquisitions less disposals of valuables
59,P53,Acquisitions less disposals of valuables
60,P5S1,Gross capital formation
61,P6,Exports of goods and services
62,P61,Exports of goods
63,P62,Exports of services
64,P7,Imports of goods and services
65,P71,Imports of goods
66,P72,Imports of services
67,POPNC,Total population
68,RB1_GA,Residual item
69,RB1_GE,Residual item
70,RB1_GI,Residual item
71,RB1_GS1,Residual item
72,RP31DC,Residual item
73,D1_D4FRS2,Primary incomes receivable from the rest of the world
74,D1_D4TOS2,Primary incomes payable to the rest of the world
75,D5_D7FRS2,Current transfers receivable from the rest of the world
76,D5_D7TOS2,Current transfers payable to the rest of the world
77,B11,External balance of goods and services
78,P51N1111,Dwellings
79,P51N1112,Other buildings and structures
80,P51N11131,Transport equipment
81,P51N1114,Cultivated biological resources
82,P51N112,Intellectual property products
83,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)"
84,B1GVB_E,"Industry, including energy (ISIC Rev.4)"
85,B1GVC,of which: Manufacturing (ISIC Rev.4)
86,B1GVF,Construction (ISIC Rev.4)
87,B1GVG_I,"Distrib. trade, repairs; transp.; accommod., food serv. activ. (ISIC Rev.4)"
88,B1GVG_U,Services (ISIC Rev.4)
